docno,current_document,round_no,query_id,username,query,group,position
ROUND-04-009-5I47JG,"At Parts Auto Recycling we proudly supply almost any used car parts for any vehicle ! We boast a growing used car parts department which currently stocks over 250,000 guaranteed recycled car parts. All of our used car parts are cleaned, tested and backed. This simply provides customers with serenity when fitting used engines or any other car parts to either their own vehicles or damage-repairable vehicles. Used car parts offer an economical alternative for vehicle repairs and upgrades. They often come from vehicles that have been dismantled, yet many of the components remain in excellent working condition. We currently house over 2,000 salvage cars suitable for car parts breaking, ensuring that even owners of older or less common vehicles can find the components they need. Used car parts are the smart choice for those looking to maintain their vehicles affordably and sustainably. Contact us for used car parts!",4,9,5I47JG,used car parts,009_009_0_T,2.0
ROUND-04-048-3XNR8C,"Wilson antennas are among the leaders in the car antenna market. Wilson has been manufacturing antenna parts for over fifty years. Wilson CB antennas feature silver-plated copper wire for increased power, and broadband antennas that allow easy tuning. This design means Wilson antennas will last in the most rugged of travel. Wilson offers CB antennas, antenna studs, CB antenna mounts, cables, and accessories to meet all needs. Wilson offers a wide range of products, from the affordable Wilson Little WIL CB antenna or the Wilson FLEX antenna that can bend up to 180 degrees for $30, to premium antennas like the Wilson 5000 TRUCKER CB antenna for $120, all can be purchased online. The Wilson antenna is the most requested line of trucker antennas available. Great perk of Wilson is the availability of replacement parts for your antennas, so you can trust your radio communication or connection when off roading.",4,48,3XNR8C,wilson antenna,048_048_0_T,2.0
ROUND-04-048-8CAL0Q,"Wilson antennas is a frontrunner in the car antenna market, well established in the car antenna business for well over fifty years. Wilson CB antennas lead the line with silver-plated copper wire for superior power and the broadband antenna allows for easy tuning. This unique design means Wilson antennas will last, no matter where you use them. Wilson offers a variety of products - CB antennas, studs, CB antenna mounts, cables and other accessories to meet all your needs. Nowadays, anyone can choose from a wide range of Wilson products online, from the affordable Wilson Little WIL CB antenna for $47, or the Wilson FLEX antenna that can bend up to 180 degrees for only $33, to premium antennas like the Wilson 5000 TRUCKER CB antenna for over $120. Wilson can supply the needs of everyone with its top-notch series of antennas and antenna related parts.",4,48,8CAL0Q,wilson antenna,048_048_0_T,3.0
ROUND-04-045-DVQRVN,"A Solar panel is a key technology device for harnessing renewable energy by convert sunlight into electricity using PV cells made from semi-conducting materials like silicon, also known as photovoltaics (PV). Solar panels are usually arranged in groups called arrays or systems which also include an inverter. When sunlight hits these cells, it generates direct current (DC) electricity and converts it to alternating current (AC) electricity for household use. Solar panels are beneficial for reducing greenhouse gas emissions and lowering electricity bills. Despite high initial installation costs, the long-term savings and environmental advantages are considerable. Solar panels work even on cloudy days, though their efficiency increases with more direct sunlight. Widely used in homes, businesses, and industrial settings, solar panels are integral to sustainable energy strategies. By choosing solar energy, you are taking a significant step towards sustainability and energy independence.",4,45,DVQRVN,solar panels,045_045_0_T,3.0
ROUND-04-180-8CAL0Q,Come visit the hotels in newyork city.,4,180,8CAL0Q,newyork hotels,180_180_0_T,4.0
ROUND-04-180-P8KGYM,"Riu Plaza Newyork Times Square - Found in Midtown Manhattan, near Newyork city's heart, Times Square, This 4-star hotel provides many services. At the hotel, you will experience Newyork just right.  Pod 39 is an excellent budget-friendly hotel for experiencing Newyork. Located in Murray-Hill, Manhattan, Pod 39 is a Part of the Newyork hotel line. After the success of Pod 51, this hotel features suites and a rooftop bar with a great view of the city. The best Newyork has to offer! BKLYN House Hotel is a newly opened boutique hotel is in the perfect spot and is a flawless choice for travelers seeking to explore Newyork. Hard Rock Hotel Newyork is a 5-star hotel offering world-class service and Located in the ideal location for all activities -a luxury experience in Newyork. SoHo Grand Hotel - graces the vibrant city of Newyork. This pet-friendly property is highly rated and adored by couples and families alike.",4,180,P8KGYM,newyork hotels,180_180_0_T,2.0
ROUND-04-167-3XNR8C,"Looking for the best destination for your next trip? One of the most unique destinations you will find is Barbados, an island country in the Caribbean region of North America, and is the most easterly of the Caribbean islands, located on the boundary of the South American and the Caribbean Plates. Being an island country, Barbados has some incredible beaches and a lot of great history to explore as well as some UNESCO world heritage sites. You will also be glad to know that Barbados is one of the biggest producers of rum such as Mount Gay, and it's capital Bridgetown has some of the best nightlife in the Caribbean. Great places to visit are the beautiful Beaches of Carlisle Bay, Harrison's Cave, Huntes Gardens and the St. Nicholas Abbey and it's colorful towns. Barbados is a very special place, and Barbadians are very special people who have many stories to tell.",4,167,3XNR8C,barbados,167_167_0_T,3.0
ROUND-04-045-AWG80T,"A solar panel is a device that converts sunlight into electricity by using photovoltaic cells. Solar panels are also known as solar cell panels, solar electric panels, PV modules. Solar panels are usually arranged in groups. A photovoltaic system consists of one or more solar panels, an inverter that converts DC electricity to alternating current electricity, and sometimes other components such as controllers, meters, and trackers. Most panels are in solar farms, which supply the electricity grid as can some rooftop solar. Some advantages of solar panels are that they 1. Use a renewable and clean source of energy. 2. Reduce greenhouse gas emissions. 3. lower electricity bills.  Some disadvantages of solar panels are that they: 1. Depend on the availability and intensity of sunlight. 2. Require cleaning. 3. Have high initial costs.",4,45,AWG80T,solar panels,045_045_0_T,4.0
ROUND-04-167-ZM3TBL,"Barbados is an island country in the Lesser Antilles of the West Indies, in the Caribbean region of North America, and is the most easterly of the Caribbean islands. It lies on the boundary of the South American and the Caribbean Plates. Its capital and largest city is Bridgetown. 90 percent of all Barbadians are of Afro Caribbean ancestry, the main language is English and Christianity is the largest religion.  Barbados is textbook Caribbean, an island of exotic gardens, lush plantations, and colorful towns with beautiful beaches.  Hotels are welcoming, and car rentals are often available. While its seas offer snorkel excursions, catamaran cruises and boat trips. Between the peaceful beaches like Carlisle or Payne's Bay, best of Barbados tours whisk you to sights like Harrison's Cave, wildlife parks, and wild east coast wonders like Bathsheba Beach. Old rum estates, the iconic Mount Gay distillery, and historical Bridgetown are recommended.",4,167,ZM3TBL,barbados,167_167_0_T,1.0
ROUND-04-078-X3CQB4,"Check your Body Mass Index (link is external) (BMI) - an indicator of body fat - and see where it fits within the BMI categories. Discuss weight loss with your doctor and decide on a goal. If you have a lot of weight to lose, set a realistic intermediate goal, maybe to lose 10 pounds. Remember that even a small amount of weight loss can lead to big health benefits. Estimate your calorie needs. Using USDA's online Adult Energy Needs and BMI Calculator (link is external), you can determine the number of calories needed each day to maintain your current weight. To lose about 1 pound per week, subtract 500 calories each day from the daily amount. To lose about 2 pounds per week, subtract 1000 calories daily. Score your current food intake and physical activity level using MyPlate SuperTracker.",4,78,X3CQB4,dieting,078_078_0_T,3.0
ROUND-04-193-GE2L8I,"Throughout my neighborhood there are dog clean up bags dispensers, providing this simple but useful waste solution for free. I used to bring a few bags with me until I was sure they were being refilled daily. Many pet owners go out unprepared, and these clean up bags help them avoid fines and keep our streets clean. These bags are the best on the market, made from smell proof recycled materials, protecting our environment. This simple product keeps our walks hassle-free, my hands clean, and the streets looking and smelling good. I suggest everyone should use dog clean up bags to clean up after their dogs, keeping our neighborhood clean and poop free.",4,193,GE2L8I,dog clean up bags,193_193_0_T,2.0
ROUND-04-167-KKGQER,"Barbados contains hotels, auto rentals, shops, authentic restaurants. Barbados is an island country in the Lesser Antilles of the West Indies, next to Cuba, Jamaica Trinidad. interesting to know, the monarchy of Barbados was the governmental system lead by ""Elizabeth II"", the queen of barbados. Barbados' flag is full of symbolism. The marine blue on the flag represents the ocean, the gold yellow panel represents the sandy beaches of the island. The broken trident represents the nation breaking free from its status as a colony. Barbados is textbook Caribbean, an island of exotic gardens, lush plantations, and colorful towns with beautiful beaches. Hotels are welcoming, and car rentals are often available. While its sea offer snorkel excursions, catamaran cruises and boat trips. Barbados is widely famous for it's deep Barbadian culture. among the must visit attractions, there is Bridgetown and the antique rum estates such as Mount Gay Distillery.",4,167,KKGQER,barbados,167_167_0_T,4.0
ROUND-04-195-E2KSH3,"Pressure washers are powerful cleaning tools essential for efficiently tackling tough outdoor cleaning tasks. These devices use high-pressure water spray to remove dirt, grime, mold, and more from various surfaces, including vehicles, buildings, and patios. Available in both electric and gas-powered models, they cater to different intensity cleaning needs. Electric pressure washers are quieter and suitable for light to moderate tasks, whereas gas-powered models offer higher pressure and flow rates for more rigorous cleaning. Key features to consider include the PSI (pressure), GPM (flow rate), and adjustable nozzles for versatility. Top-rated models like the Ryobi RY142500 Brushless 2500 PSI Pressure Washer exemplify robust performance and adaptability. Regular maintenance and the use of genuine parts are vital for ensuring durability and peak performance, helping users maintain their spaces effectively and effortlessly.",4,195,E2KSH3,pressure washers,195_195_0_T,4.0
ROUND-04-182-0S4RPX,"Let's talk about smoking cessation and how to quit smoking cigarettes. When you quit smoking, you begin to see almost immediate health improvements. Therefore, if you want to quit smoking, know it's never too late to quit smoking. Here some tips you can do to abandon this habit. Remember that it's easier to stop smoking with the right support. Many people try to quit smoking with willpower alone, but it's easier to go smoke-free with the right help. There are many support options available to help in the quitting journey. If you've tried to quit before, think what methods worked and what you want to do differently. The key is not giving up, try different combinations until you find one that works. E.g. list your reasons to quit, have a plan if you're tamped to smoke, throw away your cigarettes before starting. Remember, there is never ""just 1 cigarette"".",4,182,0S4RPX,quit smoking,182_182_0_T,2.0
ROUND-04-078-DARU2T,"Dieting in widely referred to eating food in a regulated way in order to lose or gain weight, or to prevent and treat diseases such as diabetes and obesity.  Today, As a result of the abundance of food and the accessibility of fast food, the problem of obesity became more widespread than it was in the past, as a result countless diet methods were developed It is important to consult an expert before entering the process of dieting as there are diets that may lead to harm A recommended diet procedure is: Calculate your Body Mass Index (BMI) - an indicator of body fat, Set your weight goal. If you want to lose weight, set a realistic intermediate goal and remember that even a small amount of weight loss can lead to big health benefits.",4,78,DARU2T,dieting,078_078_0_T,1.0
ROUND-04-195-D5KJCA,"Find general information about Pressure Washers, including statistics, recommendations and important information on how to find your perfect pressure washer, and more. Pressure washing or power washing is the use of high-pressure water spray to remove loose paint, mold, grime, dust, mud, and dirt from surfaces and objects such as buildings, vehicles and concrete surfaces. A pressure washing surface cleaner is a tool consisting of two to four high-pressure jets on a rotating bar that swivels when water is flowing. There is a vast market of pressure washers, including gas and electric powered washers. The best overall pressure washer we tested is the Ryobi 1900 PSI 1.2 GPM Cold Water Electric Pressure Washer. With a maximum pressure of 1,900 psi and a top flow rate of 1.2 gpm, it is able to wash away all types of stains and grime from common surfaces around the home.",4,195,D5KJCA,pressure washers,195_195_0_T,1.0
ROUND-04-098-BABUSQ,"Find general information about the SAT exam, including statistics, information on test preparation materials, registration, information on the authors of the SAT, relevant courses and more. The SAT Tests are designed to assess your academic readiness for college. We will answer all the relevant questions: What is the average score? What is considered a good range for the SAT scores? Who are the authors of the SAT? Where can I find good preperational materials and courses for the SAT? How do I register to take the exam? Who is on the college board? So just click the 'homepage' link below, and find all the information you need on taking the SAT college entrance exam.",4,98,BABUSQ,sat,098_098_0_T,3.0
ROUND-04-059-ZLLI3X,"A simple step-by-step guide on how to build a fence. Before you start building a fence, you need to decide on the type of fence you want. A wooden fence can deteriorate quicker but is cheaper and harder to break through. A metal fence is more expensive but will last longer. Now that you have chosen the material you can begin constructing it. First, use a tape measure to measure the length of the fence and mark the posts. Be sure to keep the tape at least 30 centimeters away from any obstacles that could interfere with your measurements. Next, dig the post holes and make sure to wear the proper safety gear. Place fence's posts in the holes, ensuring they are levelled and spaced. Later, Attach fence's panels to posts using nails or screws. Finally, when using wood seal the fence with a high-quality wood sealant.",4,59,ZLLI3X,how to build a fence,059_059_0_T,2.0
ROUND-04-193-HK6IT5,"Oh, not another mess! Wish you had the best dog clean up bags handy?  Don't worry! At Pet Mountain, you'll find a wide variety of high-quality, eco-friendly clean-up bags at the best prices possible. Want to avoid fines and make your neighborhood beautiful? Our bags are perfect for keeping the streets clean and protecting the environment. We offer bags in various sizes and colors, all made from odor-proof materials. Explore our selection at Pet Mountain and always be prepared.",4,193,HK6IT5,dog clean up bags,193_193_0_T,3.0
ROUND-04-098-D5KJCA,"The SAT is an entrance exam used by most colleges and universities to make admissions decisions. The SAT is a multiple-choice, computer-based test created and administered by the College Board.  The SAT and SAT Subject Tests are designed to assess your academic readiness for college. The SAT and SAT Subject Tests keep pace with what colleges are looking for today, measuring the skills required for success in the 21st century. The SAT is a globally recognized college admission test. Learn what it tests and how you can best prepare. About Subject Tests: SAT Subject Tests can complement or enhance your college admission credentials. When's the Best Time to Take the SAT? The SAT and other College Board tests are offered several times a year. Most students take the SAT for the first time during the spring of their junior year and a second time during the fall of their senior year.",4,98,D5KJCA,sat,098_098_0_T,2.0
ROUND-04-078-F3F6SP,"Check your Body Mass Index (link is external) (BMI) - an indicator of body fat - and see where it fits within the BMI categories. Discuss weight loss with your doctor and decide on a goal. If you have a lot of weight to lose, set a realistic intermediate goal, maybe to lose 10 pounds. Remember that even a small amount of weight loss can lead to big health benefits. Estimate your calorie needs. Using USDA's online Adult Energy Needs and BMI Calculator (link is external), you can determine the number of calories needed each day to maintain your current weight. To lose about 1 pound per week, subtract 500 calories each day from the daily amount. To lose about 2 pounds per week, subtract 1000 calories daily. Score your current food intake and physical activity level using MyPlate SuperTracker.",4,78,F3F6SP,dieting,078_078_0_T,4.0
ROUND-04-182-PVFT27,"Let's talk about smoking cessation and how to quit smoking cigarettes. When you quit smoking, you begin to see almost immediate health improvements. Therefore, if you want to quit smoking, know it's never too late to quit smoking. Here some tips you can do to abandon this habit. Remember that it's easier to stop smoking with the right support. Many people try to quit smoking with willpower alone, but it's easier to go smoke-free with the right help. There are many support options available to help in the quitting journey. If you've tried to quit before, think what methods worked and what you want to do differently. The key is not giving up, try different combinations until you find one that works. E.g. list your reasons to quit, have a plan if you're tamped to smoke, throw away your cigarettes before starting. Remember, there is never ""just 1 cigarette"".",4,182,PVFT27,quit smoking,182_182_0_T,1.0
ROUND-04-182-8HAMF4,"According to Wikipedia, smoking cessation or the common term, quitting smoking, is crucial for people who smoke. It states there that people who quit smoking significantly increase their life span. Overall smoking is the leading cause of preventable death. But quitting smoking is very hard. 70 percent of smokers in the United States expressed a desire to quit smoking but struggled to reach the result. There exists a plethora of potential strategies to quit smoking. The common one is known as Cold Turkey where a person decides to abruptly stop smoking. Others attempt to increasingly cut down their smoking habits. For some trying counseling worked and for others converting to nicotine helped. A wrong solution would be electronic cigarettes. Studies have shown that only 20 percent successfully stopped smoking, but two thirds stated they just added electronic cigarettes to their habit and didnt quit smoking. Quitting smoking is a hard quest.",4,182,8HAMF4,quit smoking,182_182_0_T,3.0
ROUND-04-059-N72SZ3,"Time for home improvements can often fall pretty far down on the totem pole of priorities. But why should it have to? Even if your days are full of work, sports games for the kids, chores and taking care of the family pets, you can still have time to install a DIY fence and give yourself the privacy and R&R you are so desperately seeking. Our EZ Fence 2 Go fencing system is the easiest way to get the fence of your dreams on your terms. A new generation of do-it-yourself fence kits with easy self-assembly instructions make enclosing your back yard and garden an effortless task. It couldnt be simpler to transform your yard! The Fence Authority offers the EZ Fence 2 Go system in both vinyl and aluminum. For those of you who are looking for a more rustic option, we also offer fences-to-go kits in wood.",4,59,N72SZ3,how to build a fence,059_059_0_T,4.0
ROUND-04-034-KKGQER,"A cell phone (or a mobile phone) is a portable telephone that can make and receive calls over a radio frequency link while the user is moving within a telephone service area. It typically has a touchscreen interface, allowing users to access a wide range of applications and services. In general, digital smartphones support a variety of services: text messaging, Internet access, Bluetooth connection, multimedia, streaming, digital camera, mobile apps and video games.  you can also find them in sites such as: Amazon.com, Facebook Marketpalce and Alibaba. described as pocket size folding telephone with a microphone, connecting to the cell phone network to make calls. Today ""smart phone"" are mainly produced by ""iPhone"", ""Samsung Galaxy"", ""Google"", ""Huawei"" which range in price. iPhone users mostly like their advanced cameras and the help of Siri, while Samsung users like their interface and the freedom to connect with all sorts of devices.",4,34,KKGQER,cell phones,034_034_0_T,2.0
ROUND-04-009-NVDYIJ,"At Parts Auto Recycling we proudly supply almost any used car parts for any vehicle ! We boast a growing used car parts department which currently stocks over 300,000 guaranteed recycled car parts. All of our used car parts are cleaned, tested and backed. This simply provides customers with serenity when fitting used engines or any other car parts to either their own vehicles or damage-repairable vehicles. Used car parts offer an economical alternative for vehicle repairs and upgrades. They often come from vehicles that have been dismantled, yet many of the components remain in excellent working condition. We currently house over 3,000 salvage cars suitable for car parts breaking, ensuring that even owners of older or less common vehicles can find the components they need. Used car parts are the smart choice for those looking to maintain their vehicles affordably and sustainably. We have 5 star rating ! Contact us !",4,9,NVDYIJ,used car parts,009_009_0_T,3.0
ROUND-04-180-SUL8M1,"come visit newyork where there are hotels of all kins, luxury, family friendly. the hotels in newyork cater to all needs. check out the wall street hotel in the financial district featuring Sleek rooms with residential feel, heated flooring, fitness center, Lounge on Pearl bar. or the The Carlyle, A Rosewood Hotel located in the upper east side with art deco design, iconic bemelmans bar, murals, luxury suites with city view. or perhaps 1 Hotel Brooklyn Bridge featuring Eco-friendly, waterfront views, spacious suites with soaking tubs. reclaimed wood interiors, energy-efficient systems, farm-to-fork dining at The Osprey. This hotel offers excess to many parts of Newyork, such as Manhattan, DUMBO, and others. This newly opened, no-frills boutique nested in the perfect location, BKLYN House, is a flawless choice for travelers seeking to explore Newyork.",4,180,SUL8M1,newyork hotels,180_180_0_T,3.0
ROUND-04-029-4ABUO2,"The PlayStation 2 (PS2) is a home video game console developed and marketed by Sony Computer Entertainment. It is the best-selling video game console of all time, having sold over 155 million units worldwide, and is considered a landmark in gaming history with a huge and varied collection of memorable games that have made a lasting impression on gamers everywhere. The PlayStation 2 offered some particularly high-profile exclusive games which include Grand Theft Auto, Final Fantasy, and Metal Gear Solid series that were released exclusively for the console. Several prolific series got their start on the PS2 as well, including God of War, Ratchet & Clank, Jak and Daxter, Kingdom Hearts, and more. PS2 games are available for purchase from various sources, including online retailers like Amazon and eBay, and stores like GameStop.",4,29,4ABUO2,ps 2 games,029_029_0_T,1.0
ROUND-04-078-K6DHM4,"Dieting is the practice of eating healthy food in a smart way to decrease, or increase body weight, and prevent and treat diseases such as diabetes and obesity, to avoid growing fat which is dangerous and harmful, you will need to follow these few dieting steps from a Nutritional consultant : Calculate your Body Mass Index (BMI) - an indicator of body fat - and see where it fits within the BMI categories. Set your weight goal. If you want to lose weight, set a realistic intermediate goal and remember that even a small amount of weight loss can lead to big health benefits. Estimate the number of Calories needed daily to maintain your current weight or to lose weight. an effective Diet plan that will make you weigh less and healthy : cook your food at home. eat less Fast Food that encourages obesity. eat vegetables, fruits, grains, and fat-free products, and Exercise.",4,78,K6DHM4,dieting,078_078_0_T,2.0
ROUND-04-029-E2KSH3,"The PlayStation 2 (PS2), created by Sony Computer Entertainment, stands as the highest-selling video game console globally, with over 155 million units sold. Renowned for revolutionizing gaming with its advanced technology and compelling graphics, the PS2 was pivotal in the launch of numerous influential franchises such as God of War, Ratchet & Clank, and Kingdom Hearts. Its diverse library features landmark titles like Grand Theft Auto, Final Fantasy, and Metal Gear Solid, which were pivotal to its monumental success. Beyond gaming, the PS2 was acclaimed for its backward compatibility, allowing players to enjoy both new and classic PlayStation 1 titles. Today, PS2 games retain their charm and are cherished for their nostalgic value, accessible through various retailers such as Amazon, eBay, and GameStop. Whether you are revisiting cherished memories or discovering its iconic games for the first time, the PS2 remains a beloved console among gamers.",4,29,E2KSH3,ps 2 games,029_029_0_T,2.0
ROUND-04-069-7KO86D,"The world of sewing is very intense . Here you will find easy-to-follow, sewing instructions.  sewing instructions - tutorial for beginners: From selecting the right fabric to understanding sewing patterns and stitching techniques, we've got you covered. Our sewing instructions include advice from the best in the market, ready to ensure you get the best results. Firstly, choose a sewing pattern and its size. If you are just starting out sewing it is probably best to choose designs that are relatively easy to sew. Next is the tricky part - which fabric and sewing machine will you use? Every sewing machine specializes in one type of fabric and your designs will come crooked if chosen hastily. By the end of this guide you will be able to sew.  Discover how to sew like a pro with our detailed sewing instructions. Learn essential techniques, tips, and tricks to start sewing amazing projects today.",4,69,7KO86D,sewing instructions,069_069_0_T,3.0
ROUND-04-048-IKOG4O,"Wilson Antennas - The leading choice in the car antenna market for over fifty years: Wilson antennas are known for their superior quality and performance. Our CB antennas feature silver-plated copper wire for increased power and broadband antennas for easy tuning, ensuring durability even in the toughest conditions. Wilson offers a comprehensive range of CB antennas, studs, mounts, cables, and accessories to meet all your needs. From the affordable Wilson Little WIL CB antenna for $47, to the flexible Wilson FLEX antenna that bends up to 180 degrees for only $33, and the premium Wilson 5000 TRUCKER CB antenna for over $120 - all available online. Wilson antennas are the most requested line of trucker antennas, known for reliable radio communication. Discover Wilson's top-notch products and find the perfect antenna for your needs today!",4,48,IKOG4O,wilson antenna,048_048_0_T,4.0
ROUND-04-059-OQE78E,"A simple step-by-step guide on how to build a fence. Before you start building a fence, you need to decide on the type of fence you want. A wooden fence can ruin quicker but is cheaper and harder to break through. A metal fence is more expensive but will last longer. Now that you have chosen the material you can begin constructing it. First, use a tape measure to measure the length of the fence and mark the posts. Be sure to keep the tape at least few centimeters away from any obstacles that could interfere with your measurements. Next, dig holes and make sure to wear the proper safety gear. Place fence's posts in the holes, ensuring they are leveled and spaced. Later, Attach fence's panels to posts using nails or screws. Finally, when using wood seal the fence with a high-quality wood sealant.",4,59,OQE78E,how to build a fence,059_059_0_T,1.0
ROUND-04-098-5NT5J0,"The SAT and SAT Subject Tests are designed to assess your academic readiness for college. These exams provide a path to opportunities, financial support, and scholarships, in a way that's fair to all students. The SAT and SAT Subject Tests keep pace with what colleges are looking for today, measuring the skills required for success in the 21st century. About SAT: The SAT is a globally recognized college admission test. Learn what it tests and how you can best prepare. About Subject Tests: SAT Subject Tests can complement or enhance your college admission credentials. When's the Best Time to Take the SAT? The SAT and other College Board tests are offered several times a year. Most students take the SAT for the first time during the spring of their junior year and a second time during the fall of their senior year.",4,98,5NT5J0,sat,098_098_0_T,4.0
ROUND-04-045-ALTS1G,"Solar panels, or photovoltaics (PV modules), convert sunlight into electricity through PV cells. These cells, composed of special materials, generate direct current (DC) electricity when exposed to light. The electricity can power devices or be stored in batteries. Solar panels are typically arranged in systems, arrays, that include an inverter to convert DC to alternating current (AC) for household use, and sometimes controllers, meters and trackers. Installing solar panels on rooftops solar or in solar farms helps supply clean energy to the electricity grid. They harmless renewable energy, reduce greenhouse gas emissions, and lower electricity bills, making them eco-friendly choice. Despite their initial high costs, advancements in technology have made solar panels more efficient and accessible for residential, commercial, and industrial use. Solar panels are also crucial in space missions, providing a reliable energy source. Embrace solar energy for a sustainable future and signifiant long-term savings !",4,45,ALTS1G,solar panels,045_045_0_T,2.0
ROUND-04-193-IKOG4O,"Oh no! Your dog made a mess again and you don't have a dog clean up bag? No worries, Pet Mountain has got you covered! Our online store offers thousands of high-quality, eco-friendly dog clean up bags at unbeatable prices. These bags are perfect for keeping the streets clean and protecting the environment. By using our dog clean up bags, you can avoid fines and keep your neighborhood looking great. We offer a wide variety of sizes and colors, all made from smell-proof materials. Explore our collection to find the perfect dog clean up bag for your needs. Shop now and always be prepared!",4,193,IKOG4O,dog clean up bags,193_193_0_T,1.0
ROUND-04-009-CXI2X2,"At ASM Auto Recycling we proudly supply almost any used car parts for any vehicle  and to anywhere in the world! We boast a growing used car parts department which currently stocks over 250,000 guaranteed recycled car parts. All of our recycled car parts are cleaned, tested and covered by our 90-day guarantee. This simply provides customers with peace of mind when fitting used engines or any other car parts to either their own vehicles or damage-repairable vehicles that you may purchase from our online salvage auction. We currently house over 2,000 salvage cars suitable for car parts breaking, ranging from 1991 Polos to 2011 Porsches. If you would like to enquire about our used vehicle parts simply choose one of the following two options: Phone our used car parts sales team directly on 01844 268 940 , or Complete and e-mail the adjacent Parts Enquiry Form.",4,9,CXI2X2,used car parts,009_009_0_T,4.0
ROUND-05-182-PVFT27,"Let's talk about smoking cessation and how to quit smoking cigarettes. When you quit smoking, you begin to see almost immediate health improvements. Therefore, if you want to quit smoking, know it's never too late to quit smoking. Here some tips you can do to abandon this habit. Remember that it's easier to stop smoking with the right support. Many people try to quit smoking with willpower alone, but it's easier to go smoke-free with the right help. There are many support options available to help in the quitting journey. If you've tried to quit before, think what methods worked and what you want to do differently. The key is not giving up, try different combinations until you find one that works. E.g. list your reasons to quit, have a plan if you're tamped to smoke, throw away your cigarettes before starting. Remember, there is never ""just 1 cigarette"".",5,182,PVFT27,quit smoking,182_182_0_T,2.0
ROUND-05-017-0ZWOTE,"A poker tournament is a tournament where players compete by playing poker. The winner of the tournament is usually the person who wins every poker chip in the game and the others are awarded places based on the time of their elimination.To enter a typical poker tournament, a player pays a fixed buy-in and at the start of play is given a certain quantity of tournament poker chips. Tournament chips have only notional value; they have no cash value, and only the tournament chips, not cash, may be used during play. Casinos and online gambling sites may offer tournaments. The largest in the USA is the World Series of Poker, held in Las Vegas. Online poker tournaments and series have become larger than many live tournaments, the biggest being The World Championship of Online Poker and the Full Tilt Online Poker Series.",5,17,0ZWOTE,poker tournaments,017_017_0_T,1.0
ROUND-05-078-DARU2T,"Dieting in widely referred to eating food in a regulated way in order to lose or gain weight, or to prevent and treat diseases such as diabetes and obesity.  Today, As a result of the abundance of food and the accessibility of fast food, the problem of obesity became more widespread than it was in the past, as a result countless diet methods were developed It is important to consult an expert before entering the process of dieting as there are diets that may lead to harm A recommended diet procedure is: Calculate your Body Mass Index (BMI) - an indicator of body fat, Set your weight goal. If you want to lose weight, set a realistic intermediate goal and remember that even a small amount of weight loss can lead to big health benefits.",5,78,DARU2T,dieting,078_078_0_T,1.0
ROUND-05-045-DVQRVN,"Solar panels, or photovoltaics (PV), generate power by absorbing sunlight and converting it into electrical energy through semiconducting materials. These devices, known as solar cells, form larger units called modules or panels. Made from silicon, PV cells generate direct current (DC) electricity when exposed to sunlight, which an inverter converts to alternating current (AC) for household use. Solar panels reduce greenhouse gas emissions and lower electricity bills. While installation costs are high, the long-term savings and environmental benefits are substantial. Solar panels work on cloudy days but perform best in direct sunlight. Typically installed on rooftops and in solar farms, they supply clean energy to the grid and increase property values. Used in homes, businesses, and industrial settings, solar panels are key to sustainable energy strategies. Investing in solar panels promotes a greener future, offering energy independence and financial savings. Embrace solar energy today for a sustainable solution.",5,45,DVQRVN,solar panels,045_045_0_T,3.0
ROUND-05-180-K6DHM4,"Pod 39 Hotel: located in an elegant brick building in Manhattan - newyork, excellent budget option opened following the success of sister hotel, The Pod - now renamed Pod 51. Pod 39 Hotel rooms are 5-star suites and it has a fabulous brick-pillared rooftop bar overlooking the stunning views of newyork city. BKLYN House Hotel in newyork , a Bushwick-inspired hotel, a boutique hotel that opened late last year in - the new Williamsburg  - brooklyn newyork. CONRAD hotel - downtown manhattan newyork, luxury hotel less than 10 minutes from the newyork's most iconic attractions, including SoHo, and the famous Wall Street NYC. EDISON Hotel Times Square, Ideally located in Times Square, this Manhattan hotel has been around since 1930 in the most exciting street in newyork city. With distinct influences of the Art Deco era in the design of the lobby and the exterior, Hotel Edison offers Classic and Signature suites for all best newyork's lovers.",5,180,K6DHM4,newyork hotels,180_180_0_T,2.0
ROUND-05-078-F3F6SP,"Check your Body Mass Index (link is external) (BMI) - an indicator of body fat - and see where it fits within the BMI categories. Discuss weight loss with your doctor and decide on a goal. If you have a lot of weight to lose, set a realistic intermediate goal, maybe to lose 10 pounds. Remember that even a small amount of weight loss can lead to big health benefits. Estimate your calorie needs. Using USDA's online Adult Energy Needs and BMI Calculator (link is external), you can determine the number of calories needed each day to maintain your current weight. To lose about 1 pound per week, subtract 500 calories each day from the daily amount. To lose about 2 pounds per week, subtract 1000 calories daily. Score your current food intake and physical activity level using MyPlate SuperTracker.",5,78,F3F6SP,dieting,078_078_0_T,4.0
